transcript_id	gene_id	gene_name	type	strand	seqid	start	end	biotypes	gc	featWidth	description	GO BP	GO CC	GO MF
YJL135W_mRNA	YJL135W		protein_coding	+	X	157877	158194	protein_coding	0.3679	318	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; partially overlaps the verified genes YJL134W/LCB3 [Source:SGD;Acc:S000003671]			
YJL136C_mRNA	YJL136C	RPS21B	protein_coding	-	X	156550	157273	protein_coding	0.4318	264	Protein component of the small (40S) ribosomal subunit; homologous to mammalian ribosomal protein S21, no bacterial homolog; RPS21B has a paralog, RPS21A, that arose from the whole genome duplication [Source:SGD;Acc:S000003672]	GO:0000461; GO:0000447; GO:0006412; GO:0002181	GO:0005840; GO:0005622; GO:0022627	GO:0003735
YJL136W-A_mRNA	YJL136W-A		protein_coding	+	X	156169	156252	protein_coding	0.381	84	Putative protein of unknown function; identified by SAGE [Source:SGD;Acc:S000028806]			
YJL137C_mRNA	YJL137C		protein_coding	-	X	154985	156127	protein_coding	0.3902	1143	Glycogenin glucosyltransferase; self-glucosylating initiator of glycogen synthesis, also glucosylates n-dodecyl-beta-D-maltoside; similar to mammalian glycogenin; GLG2 has a paralog, GLG1, that arose from the whole genome duplication [Source:SGD;Acc:S000003673]	GO:0005978	GO:0005737	GO:0102751; GO:0008466; GO:0016757
YJL138C_mRNA	YJL138C	TIF2	protein_coding	-	X	153504	154691	protein_coding	0.404	1188	Translation initiation factor eIF4A; DEA(D/H)-box RNA helicase that couples ATPase activity to RNA binding and unwinding; forms a dumbbell structure of two compact domains connected by a linker; interacts with eIF4G; protein abundance increases in response to DNA replication stress; TIF2 has a paralog, TIF1, that arose from the whole genome duplication [Source:SGD;Acc:S000003674]	GO:0010468; GO:0010501; GO:0006413	GO:0016281; GO:0010494; GO:0005730	GO:0008186; GO:0003676; GO:0003743; GO:0005524
YJL139C_mRNA	YJL139C		protein_coding	-	X	151713	152999	protein_coding	0.3885	1287	Mannosyltransferase involved in protein N-glycosylation; member of the KTR1 family; located in the Golgi apparatus; YUR1 has a paralog, KTR2, that arose from the whole genome duplication [Source:SGD;Acc:S000003675]	GO:0000032; GO:0006487; GO:0006486	GO:0000139; GO:0005794; GO:0016020; GO:0016021	GO:0000026; GO:0000030
YJL140W_mRNA	YJL140W	RPB4	protein_coding	+	X	150961	151626	protein_coding	0.3949	666	RNA polymerase II subunit B32; forms dissociable heterodimer with Rpb7p; Rpb4/7 dissociates from RNAPII as Ser2 CTD phosphorylation increases; Rpb4/7 regulates cellular lifespan via mRNA decay process; involved in recruitment of 3'-end processing factors to transcribing RNAPII complex, export of mRNA to cytoplasm under stress conditions; also involved in translation initiation [Source:SGD;Acc:S000003676]	GO:0034402; GO:0045948; GO:0006367; GO:0001172; GO:0006366; GO:0000288; GO:0006281; GO:0031990; GO:0044237; GO:0006352	GO:0005665; GO:0000932; GO:0005634; GO:0005737; GO:0030880	GO:0003824; GO:0000166; GO:0003899; GO:0031369
YJL141C_mRNA	YJL141C		protein_coding	-	X	147967	150390	protein_coding	0.4088	2424	Serine-threonine protein kinase; component of a glucose-sensing system that inhibits growth in response to glucose availability; upon nutrient deprivation Yak1p phosphorylates Pop2p to regulate mRNA deadenylation, the co-repressor Crf1p to inhibit transcription of ribosomal genes, and the stress-responsive transcription factors Hsf1p and Msn2p; nuclear localization negatively regulated by the Ras/PKA signaling pathway in the presence of glucose [Source:SGD;Acc:S000003677]	GO:0061406; GO:0010811; GO:0061408; GO:0006468; GO:0045893; GO:0045944	GO:0005634; GO:0005737	GO:0004712; GO:0004672; GO:0004674; GO:0004713; GO:0005524
YJL142C_mRNA	YJL142C		protein_coding	-	X	147819	148211	protein_coding	0.3639	393	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; partially overlaps verified gene YJL141C; null mutant displays increased levels of spontaneous Rad52p foci [Source:SGD;Acc:S000003678]	GO:1990414; GO:0006312	GO:0016021	
YJL143W_mRNA	YJL143W	TIM17	protein_coding	+	X	147101	147577	protein_coding	0.478	477	Essential component of the TIM23 complex; with Tim23p, contributes to the architecture and function of the import channel; may link the import motor to the core Translocase of the Inner Mitochondrial membrane (TIM23 complex) [Source:SGD;Acc:S000003679]	GO:0030150; GO:0000002; GO:0006886	GO:0005744; GO:0031305; GO:0005758; GO:0005743	GO:0015450
YJL144W_mRNA	YJL144W		protein_coding	+	X	146359	146673	protein_coding	0.4603	315	Cytoplasmic hydrophilin essential in desiccation-rehydration process; expression induced by osmotic stress, starvation and during stationary phase; protein abundance increases in response to DNA replication stress [Source:SGD;Acc:S000003680]	GO:0042631		
YJL145W_mRNA	YJL145W		protein_coding	+	X	145160	146044	protein_coding	0.3932	885	Non-classical phosphatidylinositol transfer protein (PITP); exhibits PI- but not PC-transfer activity; localizes to the peripheral endoplasmic reticulum, cytosol and microsomes; similar to Sec14p; partially relocalizes to the plasma membrane upon DNA replication stress [Source:SGD;Acc:S000003681]	GO:2000114; GO:0017157; GO:0046488; GO:0015914; GO:0043001	GO:0031090; GO:0032541; GO:0071944; GO:0005829; GO:0005789; GO:0005886	GO:0008526
YJL146W_mRNA	YJL146W		protein_coding	+	X	143292	144701	protein_coding	0.405	1410	Protein involved in modulation of Ime2p activity during meiosis; appears to act indirectly to promote Ime2p-mediated late meiotic functions; found in growing cells and degraded during sporulation [Source:SGD;Acc:S000003682]	GO:0051321		
YJL147C_mRNA	YJL147C		protein_coding	-	X	141419	142567	protein_coding	0.3638	1149	Protein that associates with mitochondrial ribosome; homozygous diploid deletion strain has a sporulation defect characterized by elevated dityrosine in the soluble fraction; expression induced by calcium shortage; YJL147W is a non-essential gene [Source:SGD;Acc:S000003683]		GO:0005739	
YJL148W_mRNA	YJL148W	RPA34	protein_coding	+	X	140437	141138	protein_coding	0.3746	702	RNA polymerase I subunit A34.5; essential for nucleolar assembly and for high polymerase loading rate; nucleolar localization depends on Rpa49p [Source:SGD;Acc:S000003684]	GO:0042790; GO:0042254; GO:0006360; GO:0006362	GO:0005736; GO:0005634; GO:0005730	GO:0001054
YJL149W_mRNA	YJL149W		protein_coding	+	X	137379	139370	protein_coding	0.3755	1992	Putative SCF ubiquitin ligase F-box protein; interacts physically with both Cdc53p and Skp1 and genetically with CDC34; similar to putative F-box protein YDR131C [Source:SGD;Acc:S000003685]	GO:0016567; GO:0031146	GO:0019005	GO:0030674; GO:0005515
YJL150W_mRNA	YJL150W		protein_coding	+	X	137123	137425	protein_coding	0.3663	303	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data [Source:SGD;Acc:S000003686]			
YJL151C_mRNA	YJL151C		protein_coding	-	X	136372	136773	protein_coding	0.4876	402	Protein involved in efficient MVB sorting of proteins to the vacuole; may function as an RSP5 adapter protein for MVB cargos; integral membrane protein localized to vacuolar intralumenal vesicles [Source:SGD;Acc:S000003687]	GO:0032509; GO:0044257	GO:0031902; GO:0030659; GO:0000324; GO:0000329; GO:0000328; GO:0016021	GO:0031625
YJL152W_mRNA	YJL152W		protein_coding	+	X	136174	136533	protein_coding	0.5	360	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data [Source:SGD;Acc:S000003688]		GO:0016021	
YJL153C_mRNA	YJL153C	INO1	protein_coding	-	X	134332	135933	protein_coding	0.4276	1602	Inositol-3-phosphate synthase; involved in synthesis of inositol phosphates and inositol-containing phospholipids; transcription is coregulated with other phospholipid biosynthetic genes by Ino2p and Ino4p, which bind the UASINO DNA element [Source:SGD;Acc:S000003689]	GO:0006021; GO:0008654	GO:0005737	GO:0004512
YJL154C_mRNA	YJL154C	VPS35	protein_coding	-	X	131101	133935	protein_coding	0.3739	2835	Endosomal subunit of membrane-associated retromer complex; required for retrograde transport; receptor that recognizes retrieval signals on cargo proteins, forms subcomplex with Vps26p and Vps29p that selects cargo proteins for retrieval; interacts with Ypt7p; overexpression of wild-type human VPS35 or Parkinson's-associated vps35-D686N or vps35-P299S variants complements Ni2+ resistance and Cd2+ sensitivity of yeast vps35 null mutant [Source:SGD;Acc:S000003690]	GO:1900102; GO:0060548; GO:1904377; GO:0042147; GO:0015031; GO:0006886; GO:0045053	GO:0030906; GO:0030904; GO:0005770; GO:0000329; GO:0005768; GO:0005829	
YJL155C_mRNA	YJL155C		protein_coding	-	X	129285	130643	protein_coding	0.3709	1359	Fructose-2,6-bisphosphatase, required for glucose metabolism; protein abundance increases in response to DNA replication stress [Source:SGD;Acc:S000003691]	GO:0006003; GO:0006000; GO:0006006		GO:0003824; GO:0003873; GO:0004331; GO:0005524
YJL156C_mRNA	YJL156C		protein_coding	-	X	126853	128952	protein_coding	0.3805	2100	Serine protease of SPS plasma membrane amino acid sensor system; contains an inhibitory domain that dissociates in response to extracellular amino acids, freeing a catalytic domain to activate transcription factor Stp1p; other members are Ssy1p and Ptr3p [Source:SGD;Acc:S000003692]	GO:0043200; GO:0016485	GO:0019897	GO:0004252
YJL156W-A_mRNA	YJL156W-A		protein_coding	+	X	126604	126825	protein_coding	0.3514	222	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data [Source:SGD;Acc:S000007613]		GO:0016021	
YJL157C_mRNA	YJL157C		protein_coding	-	X	123836	126328	protein_coding	0.3939	2493	CDK inhibitor and nuclear anchor; during the cell cycle Far1p sequesters the GEF Cdc24p in the nucleus; phosphorylation by Cdc28p-Cln results in SCFCdc4 complex-mediated ubiquitin-dependent degradation, releasing Cdc24p for export and activation of GTPase Cdc42p; in response to pheromone, phosphorylation of Far1p by MAPK Fus3p results in association with, and inhibition of Cdc28p-Cln, as well as Msn5p mediated nuclear export of Far1p-Cdc24p, targeting Cdc24p to polarity sites [Source:SGD;Acc:S000003693]	GO:0000751; GO:0051457; GO:0000750; GO:0051301	GO:0043332; GO:0005634; GO:0005737	GO:0004861; GO:0046872
YJL158C_mRNA	YJL158C	CIS3	protein_coding	-	X	122265	122948	protein_coding	0.4678	684	Mannose-containing glycoprotein constituent of the cell wall; member of the PIR (proteins with internal repeats) family [Source:SGD;Acc:S000003694]	GO:0031505	GO:0005618; GO:0005934; GO:0009277; GO:0005576	GO:0005199
YJL159W_mRNA	YJL159W	HSP150	protein_coding	+	X	120449	121690	protein_coding	0.4879	1242	O-mannosylated heat shock protein; secreted and covalently attached to the cell wall via beta-1,3-glucan and disulfide bridges; required for cell wall stability; induced by heat shock, oxidative stress, and nitrogen limitation; HSP150 has a paralog, PIR3, that arose from the whole genome duplication [Source:SGD;Acc:S000003695]	GO:0031505	GO:0005618; GO:0005621; GO:0009277; GO:0005576	GO:0005199; GO:0016887
YJL160C_mRNA	YJL160C		protein_coding	-	X	117962	118825	protein_coding	0.4294	864	Putative protein of unknown function; member of the PIR (Proteins with Internal Repeats) family of cell wall proteins; SWAT-GFP fusion protein localizes to the endoplasmic reticulum and vacuole, and mCherry fusion localizes to the vacuole; non-essential gene that is required for sporulation; mRNA is weakly cell cycle regulated, peaking in mitosis; YJL160C has a paralog, PIR1, that arose from the whole genome duplication [Source:SGD;Acc:S000003696]		GO:0005618; GO:0005576	GO:0005199
YJL161W_mRNA	YJL161W		protein_coding	+	X	117245	117787	protein_coding	0.4015	543	Putative protein of unknown function; the authentic, non-tagged protein is detected in highly purified mitochondria in high-throughput studies [Source:SGD;Acc:S000003697]		GO:0031966; GO:0016021	
YJL162C_mRNA	YJL162C		protein_coding	-	X	113878	115629	protein_coding	0.3647	1752	Protein of unknown function; contains a J-domain, which is a region with homology to the E. coli DnaJ protein [Source:SGD;Acc:S000003698]		GO:0005634; GO:0005737	
YJL163C_mRNA	YJL163C		protein_coding	-	X	111666	113333	protein_coding	0.4143	1668	Putative protein of unknown function [Source:SGD;Acc:S000003699]	GO:0055085	GO:0016021	
YJL164C_mRNA	YJL164C	TPK1	protein_coding	-	X	109966	111159	protein_coding	0.3978	1194	cAMP-dependent protein kinase catalytic subunit; promotes vegetative growth in response to nutrients via the Ras-cAMP signaling pathway; inhibited by regulatory subunit Bcy1p in the absence of cAMP; phosphorylates and inhibits Whi3p to promote G1/S phase passage; partially redundant with Tpk2p and Tpk3p; phosphorylates pre-Tom40p, which impairs its import into mitochondria under non-respiratory conditions; TPK1 has a paralog, TPK3, that arose from the whole genome duplication [Source:SGD;Acc:S000003700]	GO:0016241; GO:0010737; GO:0007265; GO:0010607; GO:0018105; GO:0006468; GO:0051301; GO:0007049	GO:0005952; GO:0000790; GO:0005634; GO:0005737	GO:0004691; GO:0004672; GO:0004674; GO:0005524
YJL165C_mRNA	YJL165C		protein_coding	-	X	106894	109461	protein_coding	0.3976	2568	Putative protein kinase; overexpression increases sodium and lithium tolerance, whereas gene disruption increases cation and low pH sensitivity and impairs potassium uptake, suggesting a role in regulation of Trk1p and/or Trk2p transporters; HAL5 has a paralog, KKQ8, that arose from the whole genome duplication [Source:SGD;Acc:S000003701]	GO:0030003; GO:0034613; GO:0006470; GO:0035556; GO:0006468	GO:0005634; GO:0005737	GO:0004672; GO:0004674; GO:0005524
YJL166W_mRNA	YJL166W	QCR8	protein_coding	+	X	106434	106718	protein_coding	0.386	285	Subunit 8 of ubiquinol cytochrome-c reductase (Complex III); Complex III is a component of the mitochondrial inner membrane electron transport chain; oriented facing the intermembrane space; expression is regulated by Abf1p and Cpf1p [Source:SGD;Acc:S000003702]	GO:0006122; GO:0009060	GO:0005750	GO:0008121
YJL167W_mRNA	YJL167W	ERG20	protein_coding	+	X	105014	106072	protein_coding	0.4183	1059	Farnesyl pyrophosphate synthetase; has both dimethylallyltranstransferase and geranyltranstransferase activities; catalyzes the formation of C15 farnesyl pyrophosphate units for isoprenoid and sterol biosynthesis [Source:SGD;Acc:S000003703]	GO:0008299; GO:0033384; GO:0045337; GO:0006696	GO:0005783; GO:0005737	GO:0004161; GO:0004337; GO:0046872
YJL168C_mRNA	YJL168C	SET2	protein_coding	-	X	102227	104428	protein_coding	0.3792	2202	Histone methyltransferase with a role in transcriptional elongation; methylates H3 lysine 36 (H3K36), which suppresses incorporation of acetylated histones and signals for the deacetylation of these histones within transcribed genes; associates with the C-terminal domain(CTD) of Rpo21p; H3K36me3 (trimethylation) requires Spt6p, proline 38 on H3, CTD of Rpo21p, Ctk1p, and C-terminal SRI domain of Ste2p; relocalizes to the cytosol in response to hypoxia [Source:SGD;Acc:S000003704]	GO:0034968; GO:1900049; GO:0071441; GO:2000616; GO:0045128; GO:0030174; GO:0035066; GO:0016571; GO:0060195; GO:0006354; GO:0006353; GO:0016575; GO:0030437; GO:0006355; GO:0010452	GO:0005694; GO:0005634; GO:0005829	GO:0018024; GO:0046975; GO:0042054; GO:0005515
YJL169W_mRNA	YJL169W		protein_coding	+	X	102099	102467	protein_coding	0.3333	369	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; partially overlaps the verified gene YJL168C/SET2 [Source:SGD;Acc:S000003705]			
YJL170C_mRNA	YJL170C		protein_coding	-	X	101150	101779	protein_coding	0.4238	630	Protein that regulates signaling from G protein beta subunit Ste4p; contributes to relocalization of Ste4p within the cell; specific to a-cells and induced by alpha-factor [Source:SGD;Acc:S000003706]	GO:0000747	GO:0012505; GO:0005886; GO:0016021	
YJL171C_mRNA	YJL171C		protein_coding	-	X	99704	100894	protein_coding	0.4123	1191	GPI-anchored cell wall protein of unknown function; induced in response to cell wall damaging agents and by mutations in genes involved in cell wall biogenesis; sequence similarity to YBR162C/TOS1, a covalently bound cell wall protein; protein abundance increases in response to DNA replication stress [Source:SGD;Acc:S000003707]		GO:0009277; GO:0031225; GO:0005886	
YJL172W_mRNA	YJL172W		protein_coding	+	X	97737	99467	protein_coding	0.4131	1731	Vacuolar carboxypeptidase S; expression is induced under low-nitrogen conditions [Source:SGD;Acc:S000003708]	GO:0006807; GO:0006508; GO:0051603	GO:0005775; GO:0000328; GO:0005774; GO:0016021	GO:0004180; GO:0004181; GO:0016787; GO:0008237; GO:0046872
YJL173C_mRNA	YJL173C	RFA3	protein_coding	-	X	96161	96529	protein_coding	0.3984	369	Subunit of heterotrimeric Replication Protein A (RPA); RPA is a highly conserved single-stranded DNA binding protein complex involved in DNA replication, repair, recombination; RPA protects against inappropriate telomere recombination, and upon telomere uncapping, prevents cell proliferation by a checkpoint-independent pathway; with Sgs1p-Top2p-Rmi1p, stimulates DNA catenation/decatenation activity of Top3p; protein abundance increases in response to DNA replication stress [Source:SGD;Acc:S000003709]	GO:0010833; GO:0045184; GO:0006268; GO:0006265; GO:0007004; GO:0006260; GO:0007131; GO:0030491; GO:0006289; GO:0000724; GO:0006281; GO:0006310; GO:0000722; GO:0016567; GO:0006312	GO:0005662; GO:0000794; GO:0000781; GO:0005634	GO:0003690; GO:0043565; GO:0003677
YJL174W_mRNA	YJL174W		protein_coding	+	X	95092	95922	protein_coding	0.432	831	Glycoprotein involved in cell wall beta-glucan assembly; null mutation leads to severe growth defects, aberrant multibudded morphology, and mating defects [Source:SGD;Acc:S000003710]	GO:0006077; GO:0006078; GO:0042546; GO:0031505	GO:0005618; GO:0005576	
YJL175W_mRNA	YJL175W		protein_coding	+	X	94049	94561	protein_coding	0.4659	513	Dubious open reading frame unlikely to encode a functional protein; deletion confers resistance to cisplatin, hypersensitivity to 5-fluorouracil, and growth defect at high pH with high calcium; overlaps gene for SWI3 transcription factor [Source:SGD;Acc:S000003711]		GO:0016021	
YJL176C_mRNA	YJL176C	SWI3	protein_coding	-	X	92053	94530	protein_coding	0.3955	2478	Subunit of the SWI/SNF chromatin remodeling complex; SWI/SNF regulates transcription by remodeling chromosomes; contains SANT domain that is required for SWI/SNF assembly; is essential for displacement of histone H2A-H2B dimers during ATP-dependent remodeling; required for transcription of many genes, including ADH1, ADH2, GAL1, HO, INO1 and SUC2; relocates to the cytosol under hypoxic conditions [Source:SGD;Acc:S000003712]	GO:0043044; GO:0005987; GO:0044109; GO:0031496; GO:0000436; GO:0045944; GO:0006351	GO:0016514; GO:0005634; GO:0005829	GO:0042393; GO:0003677; GO:0005515
YJL177W_mRNA	YJL177W	RPL17B	protein_coding	+	X	90786	91657	protein_coding	0.4378	555	Ribosomal 60S subunit protein L17B; required for processing of 27SB pre-rRNA and formation of stable 66S assembly intermediates; homologous to mammalian ribosomal protein L17 and bacterial L22; RPL17B has a paralog, RPL17A, that arose from the whole genome duplication [Source:SGD;Acc:S000003713]	GO:0000448; GO:0006412; GO:0002181	GO:0015934; GO:0005840; GO:0005622; GO:0030687; GO:0022625	GO:0003735
YJL178C_mRNA	YJL178C	ATG27	protein_coding	-	X	89282	90097	protein_coding	0.4252	816	Type I membrane protein involved in autophagy and the Cvt pathway; may be involved in membrane delivery to the phagophore assembly site [Source:SGD;Acc:S000003714]	GO:0016050; GO:0015031; GO:0032258; GO:0030242; GO:0034497; GO:0000045; GO:0016236	GO:0005802; GO:0034045; GO:0030659; GO:0000139; GO:0031966; GO:0005774; GO:0000407; GO:0016020; GO:0005739; GO:0016021	GO:0032266
YJL179W_mRNA	YJL179W	PFD1	protein_coding	+	X	88787	89116	protein_coding	0.3424	330	Subunit of heterohexameric prefoldin; prefoldin binds cytosolic chaperonin and transfers target proteins to it; involved in the biogenesis of actin and of alpha- and gamma-tubulin; prefoldin complex also localizes to chromatin of actively transcribed genes in the nucleus and facilitates transcriptional elongation [Source:SGD;Acc:S000003715]	GO:0007010; GO:0032968; GO:0006457	GO:0016272; GO:0005737	GO:0051082
YJL180C_mRNA	YJL180C		protein_coding	-	X	87583	88560	protein_coding	0.3804	978	Assembly factor for F1 sector of mitochondrial F1F0 ATP synthase; conserved protein; required for assembly of alpha and beta subunits into F1 sector of mitochondrial F1F0 ATP synthase; human homolog ATPAF2 can complement yeast atp12 mutant; mutation of human homolog reduces active ATP synthase levels and is associated with the disorder ATPAF2 deficiency [Source:SGD;Acc:S000003716]	GO:0033615; GO:0043461	GO:0005739	GO:0019904
YJL181W_mRNA	YJL181W		protein_coding	+	X	85660	87495	protein_coding	0.3742	1836	Putative protein of unknown function; expression is cell-cycle regulated as shown by microarray analysis; potential regulatory target of Mbp1p, which binds to the YJL181W promoter region; contains a PH-like domain; RBH1 has a paralog, RBH2, that arose from the whole genome duplication [Source:SGD;Acc:S000003717]			
YJL182C_mRNA	YJL182C		protein_coding	-	X	85435	85752	protein_coding	0.3836	318	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; partially overlaps uncharacterized ORF YJL181W [Source:SGD;Acc:S000003718]		GO:0016021	
YJL183W_mRNA	YJL183W		protein_coding	+	X	84068	85336	protein_coding	0.3948	1269	Subunit of a Golgi mannosyltransferase complex; this complex also contains Anp1p, Mnn9p, Mnn10p, and Hoc1p, and mediates elongation of the polysaccharide mannan backbone; has homology to Mnn10p [Source:SGD;Acc:S000003719]	GO:0000032; GO:0006487; GO:0006486	GO:0000136; GO:0016021	GO:0000009; GO:0016757
YJL184W_mRNA	YJL184W	GON7	protein_coding	+	X	83448	83819	protein_coding	0.4919	372	Component of the EKC/KEOPS protein complex; EKC/KEOPS complex is required for t6A tRNA modification and telomeric TG1-3 recombination; may have role in transcription; implicated in osmotic stress response; other complex members are Kae1p, Cgi121p, Pcc1p, and Bud32p [Source:SGD;Acc:S000003720]	GO:0000032; GO:0008033; GO:0000723; GO:0000722; GO:0045944; GO:0006351	GO:0000408; GO:0000781; GO:0005634	GO:0031490
YJL185C_mRNA	YJL185C		protein_coding	-	X	82095	82976	protein_coding	0.4229	882	Pex3p interacting protein, required for pexophagy; interacts with Atg8p and Atg11p; mRNA is weakly cell cycle regulated, peaking in G2 phase; YJL185C is a non-essential gene [Source:SGD;Acc:S000003721]	GO:0030242	GO:0005777	
YJL186W_mRNA	YJL186W		protein_coding	+	X	80155	81915	protein_coding	0.4123	1761	Alpha-1,2-mannosyltransferase; responsible for addition of the second alpha-1,2-linked mannose of the branches on the mannan backbone of oligosaccharides, localizes to an early Golgi compartment [Source:SGD;Acc:S000003722]	GO:0046354; GO:0035268; GO:0006486	GO:0005794	GO:0000026; GO:0016757
YJL187C_mRNA	YJL187C	SWE1	protein_coding	-	X	76803	79262	protein_coding	0.389	2460	Protein kinase that regulates the G2/M transition; negative regulator of the Cdc28p kinase; morphogenesis checkpoint kinase; positive regulator of sphingolipid biosynthesis via Orm2p; phosphorylates a tyrosine residue in the N-terminus of Hsp90 in a cell-cycle associated manner, thus modulating the ability of Hsp90 to chaperone a selected clientele; localizes to the nucleus and to the daughter side of the mother-bud neck; homolog of S. pombe Wee1p; potential Cdc28p substrate [Source:SGD;Acc:S000003723]	GO:0000320; GO:0010697; GO:0044879; GO:0040020; GO:0090154; GO:0006468; GO:0000079; GO:0051301; GO:0000086; GO:0051321	GO:0005935; GO:0005634	GO:0004672; GO:0004674; GO:0004713; GO:0005524; GO:0046872
YJL188C_mRNA	YJL188C		protein_coding	-	X	76202	76510	protein_coding	0.3657	309	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; not conserved in closely related Saccharomyces species; 88% of ORF overlaps the verified gene RPL39; diploid mutant displays a weak budding pattern phenotype in a systematic assay [Source:SGD;Acc:S000003724]			
YJL189W_mRNA	YJL189W	RPL39	protein_coding	+	X	75933	76474	protein_coding	0.3974	156	Ribosomal 60S subunit protein L39; required for ribosome biogenesis; loss of both Rpl31p and Rpl39p confers lethality; also exhibits genetic interactions with SIS1 and PAB1; homologous to mammalian ribosomal protein L39, no bacterial homolog [Source:SGD;Acc:S000003725]	GO:0006412; GO:0002181	GO:0005840; GO:0005622; GO:0022625	GO:0003723; GO:0003735
YJL190C_mRNA	YJL190C	RPS22A	protein_coding	-	X	74910	75302	protein_coding	0.4071	393	Protein component of the small (40S) ribosomal subunit; homologous to mammalian ribosomal protein S15A and bacterial S8; RPS22A has a paralog, RPS22B, that arose from the whole genome duplication [Source:SGD;Acc:S000003726]	GO:0006412; GO:0002181	GO:0005840; GO:0022627	GO:0003735
YJL191W_mRNA	YJL191W	RPS14B	protein_coding	+	X	73787	74611	protein_coding	0.4844	417	Protein component of the small (40S) ribosomal subunit; required for ribosome assembly and 20S pre-rRNA processing; mutations confer cryptopleurine resistance; homologous to mammalian ribosomal protein S14 and bacterial S11; RPS14B has a paralog, RPS14A, that arose from the whole genome duplication [Source:SGD;Acc:S000003727]	GO:0030490; GO:0000028; GO:0000462; GO:0006412; GO:0002181	GO:0005840; GO:0022627; GO:0032040; GO:0005730	GO:0070181; GO:0048027; GO:0003723; GO:0003735
YJL192C_mRNA	YJL192C		protein_coding	-	X	72710	73414	protein_coding	0.3972	705	ER-membrane protein; subunit of evolutionarily conserved EMC (Endoplasmic Reticulum Membrane Complex) implicated in ERAD (ER-associated degradation) and proper assembly of multi-pass transmembrane (TM) proteins; EMC acts in yeast as an ER-mitochondria tether that interacts with outer membrane protein Tom5 of TOM (Translocase of the Mitochondrial Outer Membrane) complex; suppressor of pma1-7, deletion of SOP4 slows down export of wild-type Pma1p and Pma1-7 from the ER [Source:SGD;Acc:S000003728]	GO:0015031; GO:0006888	GO:0005783; GO:0005789; GO:0016021	
YJL193W_mRNA	YJL193W		protein_coding	+	X	71366	72574	protein_coding	0.3656	1209	Putative protein of unknown function; predicted to encode a triose phosphate transporter subfamily member based on phylogenetic analysis; similar to YOR307C/SLY41; deletion mutant has a respiratory growth defect [Source:SGD;Acc:S000003729]	GO:0015786	GO:0005793; GO:0016021	
YJL194W_mRNA	YJL194W		protein_coding	+	X	69338	70879	protein_coding	0.406	1542	Essential ATP-binding protein required for DNA replication; component of the pre-replicative complex (pre-RC) which requires ORC to associate with chromatin and is in turn required for Mcm2-7p DNA association; homologous to S. pombe Cdc18p; relocalizes from nucleus to cytoplasm upon DNA replication stress; degraded in response to plasma membrane stress [Source:SGD;Acc:S000003730]	GO:0030174; GO:0031938; GO:0000082; GO:0051301; GO:0006267; GO:0006270	GO:0005694; GO:0005656; GO:0031261	GO:0003924; GO:0005525; GO:0003688; GO:0003682; GO:0005524; GO:0016887
YJL195C_mRNA	YJL195C		protein_coding	-	X	69241	69942	protein_coding	0.433	702	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; partially overlaps the verified gene YJL194W/CDC6 [Source:SGD;Acc:S000003731]		GO:0016021	
YJL196C_mRNA	YJL196C		protein_coding	-	X	67850	68782	protein_coding	0.4009	933	Elongase I, medium-chain acyl elongase; catalyzes carboxy-terminal elongation of unsaturated C12-C16 fatty acyl-CoAs to C16-C18 fatty acids; ELO1 has a paralog, ELO2, that arose from the whole genome duplication [Source:SGD;Acc:S000003732]	GO:0034626; GO:0034625; GO:0019368; GO:0019367; GO:0030148; GO:0042761	GO:0030176; GO:0016020; GO:0016021	GO:0102338; GO:0009922; GO:0102756; GO:0102336; GO:0102337
YJL197C-A_mRNA	YJL197C-A		protein_coding	-	X	65805	66086	protein_coding	0.3227	282	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; completely overlaps the verified gene YJL197C/UBP12 [Source:SGD;Acc:S000028839]			
YJL197W_mRNA	YJL197W		protein_coding	+	X	63805	67569	protein_coding	0.379	3765	Ubiquitin-specific protease; cleaves ubiquitin from ubiquitinated proteins; present in the nucleus and cytoplasm [Source:SGD;Acc:S000003733]	GO:0006511; GO:0016579		GO:0036459; GO:0004843
YJL198W_mRNA	YJL198W		protein_coding	+	X	60844	63489	protein_coding	0.4169	2646	Low-affinity phosphate transporter; acts upstream of Pho81p in regulation of the PHO pathway; deletion of pho84, pho87, pho89, pho90, and pho91 causes synthetic lethality; transcription independent of Pi and Pho4p activity; overexpression results in vigorous growth; PHO90 has a paralog, PHO87, that arose from the whole genome duplication [Source:SGD;Acc:S000003734]	GO:2000185; GO:0006817; GO:0006797; GO:0055085	GO:0005886; GO:0016021	GO:0005315
